city,lat,lon,temp,humidity,wind,cloudiness,country
Greeley,40.42,-104.71,87.01,26,11.14,1,US
Vila Velha,-20.33,-40.29,82.4,65,16.11,0,BR
Geraldton,-28.77,114.6,53.6,93,10.29,90,AU
Mayumba,-3.43,10.66,74.62,81,6.53,76,GA
Tortolì,39.93,9.66,80.6,61,10.29,5,IT
Zhigansk,66.77,123.37,46.87,85,9.44,35,RU
Mkushi,-13.62,29.39,59.22,40,5.97,0,ZM
Porto Santo,33.07,-16.34,73.4,78,14.99,40,PT
Masalli,34.8,126.66,69.8,94,5.82,100,KR
Martapura,-3.42,114.85,73.62,93,1.05,21,ID
Deniliquin,-35.53,144.97,43.0,87,5.68,0,AU
Nizāmābād,18.67,78.12,79.07,80,3.76,99,IN
Angoram,-4.06,144.07,73.27,98,2.3,89,PG
Chernyshevskiy,63.01,112.47,46.69,98,5.06,77,RU
Penzance,50.12,-5.54,60.8,77,14.99,20,GB
Biak,-0.91,122.88,77.04,80,6.82,90,ID
Saint-François,46.42,3.91,71.6,53,11.41,43,FR
Evensk,61.95,159.23,46.96,75,7.76,89,RU
Oktyabr'skiy,54.48,53.47,49.5,81,2.68,0,RU
Boende,-0.22,20.87,72.86,94,2.91,95,CD
Barranca,-10.75,-77.77,65.39,68,11.27,58,PE
Iwaki,37.05,140.88,75.99,92,1.01,45,JP
Vanimo,-2.67,141.3,76.1,82,5.06,80,PG
Rocha,-34.48,-54.33,57.63,54,10.47,0,UY
Iranshahr,27.2,60.68,91.4,9,4.7,4,IR
Port Hawkesbury,45.62,-61.35,73.0,43,16.11,1,CA
Aksarayskiy,46.79,48.01,68.0,42,13.42,99,RU
Morón,-34.65,-58.62,62.6,51,14.99,40,AR
Cayenne,4.93,-52.33,84.2,70,5.82,12,GF
Xinpu,34.6,119.16,68.2,86,5.99,5,CN
Ilulissat,69.22,-51.1,39.2,80,2.24,75,GL
Rūdbār,30.15,62.6,79.54,16,8.3,0,AF
Sheridan,44.83,-106.92,93.99,26,5.32,1,US
Paramus,40.94,-74.08,81.0,31,6.67,1,US
Warri,5.52,5.75,76.23,84,7.0,91,NG
Khor,47.89,134.95,61.3,77,4.7,100,RU
Ayagoz,47.97,80.44,47.23,54,15.39,49,KZ
Hanmer Springs,-42.52,172.82,49.37,81,5.46,79,NZ
Lisala,2.15,21.52,73.35,93,3.0,100,CD
Coahuayana Viejo,18.73,-103.68,75.2,78,7.09,75,MX
Rafai,4.95,23.92,71.82,89,3.13,85,CF
Clearwater,27.97,-82.8,91.99,70,4.7,75,US
Santa Catarina,-27.0,-50.0,67.32,75,2.71,98,BR
Kharan,28.58,65.42,87.28,13,3.22,0,PK
Christchurch,-43.53,172.63,52.0,100,2.24,99,NZ
Omboué,-1.57,9.26,74.05,79,7.25,64,GA
Léo,11.1,-2.1,72.43,94,4.18,81,BF
Lorengau,-2.02,147.27,82.31,76,8.9,97,PG
Wakkanai,45.41,141.67,67.5,95,3.29,21,JP
Cardston,49.2,-113.3,82.99,26,12.75,75,CA
Langsa,4.47,97.97,75.18,93,2.08,87,ID
Kenai,60.55,-151.26,48.0,93,5.01,20,US
Aykhal,66.0,111.5,42.8,87,2.24,90,RU
Bainbridge Island,47.63,-122.52,64.99,72,5.82,90,US
Calafell,41.2,1.57,79.0,100,5.01,0,ES
Ambulu,-8.35,113.61,72.95,89,2.33,39,ID
Bāfq,31.61,55.41,75.56,16,3.13,0,IR
Havelock,34.88,-76.9,88.0,55,10.29,90,US
Kysyl-Syr,63.9,122.76,46.53,94,4.56,64,RU
Tomatlán,19.93,-105.25,81.66,85,8.01,100,MX
Sibolga,1.74,98.78,75.78,75,3.27,100,ID
Lesogorsk,56.05,99.51,44.65,94,3.33,100,RU
Al'met'yevsk,54.9,52.32,50.61,75,3.56,11,RU
Ontario,34.06,-117.65,106.0,17,4.7,20,US
Pisco,-13.7,-76.22,64.99,77,11.41,3,PE
Beian,63.66,9.57,57.2,67,4.7,40,NO
Saint-Paul,-21.01,55.27,66.2,77,4.7,50,RE
Pedernales,18.04,-71.74,91.4,66,13.87,20,DO
Subang,-7.13,108.53,71.11,86,5.59,64,ID
Arrifes,37.77,-25.7,73.4,53,16.11,20,PT
San Ramon,37.78,-121.98,88.0,37,1.99,0,US
Ranong,9.97,98.63,80.08,82,6.49,87,TH
Te Anau,-45.42,167.72,42.06,86,3.31,31,NZ
Verāval,20.9,70.37,82.06,83,10.27,90,IN
Pemangkat,1.17,108.97,77.09,83,4.83,100,ID
Sobolevo,54.43,31.9,59.23,83,4.59,20,RU
Juneau,58.3,-134.42,48.99,93,2.37,90,US
Gouré,13.98,10.27,93.29,33,3.69,0,NE
Beyneu,45.32,55.2,67.66,32,17.36,46,KZ
Mehamn,71.04,27.85,55.08,75,7.81,83,NO
Coleraine,55.13,-6.67,57.0,87,13.87,75,GB
Anguillara Sabazia,42.09,12.28,82.4,45,8.05,0,IT
Dalbandin,28.89,64.41,81.77,14,2.08,0,PK
Altay,47.87,88.12,49.77,42,3.09,0,CN
Mvomero,-6.25,38.67,77.0,78,9.17,20,TZ
Khandyga,62.67,135.6,50.18,97,1.28,100,RU
Shenjiamen,29.96,122.3,73.78,73,17.52,0,CN
Moyobamba,-6.05,-76.97,84.49,46,5.39,4,PE
Lamesa,32.74,-101.95,80.6,54,9.17,75,US
Alyangula,-13.85,136.42,62.6,100,5.59,75,AU
Preobrazheniye,42.9,133.91,66.81,63,5.06,100,RU
Uruaçu,-14.52,-49.14,99.43,12,4.41,73,BR
Taltal,-25.4,-70.48,65.35,53,7.65,20,CL
Miami,25.77,-80.19,91.99,59,12.75,75,US
Puerto Madryn,-42.77,-65.04,56.39,42,18.01,22,AR
Guerrero Negro,27.98,-114.06,85.3,50,6.82,0,MX
Rundu,-17.93,19.77,73.94,20,5.55,0,NA
Nouakchott,18.09,-15.98,87.8,70,9.17,40,MR
Gbarnga,7.0,-9.47,73.96,96,4.79,59,LR
